transaction_id,timestamp,country,card_brand,amount,currency,device,provider,status,error_code,latency_ms
tx_000054,2025-08-22T21:23:34.640425Z,PL,amex,42.6,EUR,mobile,C,declined,expired_card,493
tx_000055,2025-08-04T08:58:04.640425Z,UK,mastercard,27.75,EUR,desktop,A,approved,,337
tx_000056,2025-07-04T17:22:29.640425Z,DE,visa,27.12,EUR,mobile,A,approved,,556
tx_000057,2025-08-12T08:46:30.640425Z,IT,visa,31.71,EUR,mobile,B,declined,insufficient_funds,407
tx_000058,2025-07-12T14:06:10.640425Z,MT,visa,24.57,EUR,desktop,B,approved,,491
tx_000059,2025-09-28T10:47:48.640425Z,DE,mastercard,39.85,EUR,desktop,C,approved,,339
tx_000060,2025-09-20T12:26:11.640425Z,DE,visa,69.64,EUR,mobile,A,approved,,464
tx_000061,2025-08-17T23:54:54.640425Z,PL,visa,73.7,EUR,mobile,B,approved,,212
tx_000062,2025-06-27T12:46:25.640425Z,DE,mastercard,33.36,EUR,mobile,A,approved,,400
tx_000063,2025-09-25T20:51:54.640425Z,DE,visa,68.59,EUR,mobile,A,approved,,232
tx_000064,2025-07-21T13:23:35.640425Z,UK,mastercard,15.7,EUR,desktop,A,approved,,465
tx_000065,2025-11-03T06:33:08.640425Z,SE,visa,15.86,EUR,mobile,A,approved,,464
tx_000066,2025-11-07T07:19:52.640425Z,IT,mastercard,125.66,EUR,mobile,A,declined,suspected_fraud,600
tx_000067,2025-12-11T18:12:11.640425Z,NO,mastercard,16.32,EUR,mobile,B,declined,3ds_required,306
tx_000068,2025-10-28T17:30:25.640425Z,ES,mastercard,104.68,EUR,mobile,B,declined,insufficient_funds,298
tx_000069,2025-07-30T08:26:06.640425Z,MT,mastercard,120.19,EUR,mobile,B,approved,,262
tx_000070,2025-08-07T16:39:50.640425Z,NL,visa,22.95,EUR,desktop,A,approved,,328
tx_000071,2025-08-29T07:48:58.640425Z,UK,amex,38.14,EUR,mobile,C,approved,,846
tx_000072,2025-08-08T17:45:56.640425Z,MT,visa,40.68,EUR,desktop,A,approved,,464
tx_000073,2025-07-30T10:13:27.640425Z,PL,visa,281.98,EUR,desktop,B,approved,,239
tx_000074,2025-11-01T19:43:14.640425Z,ES,mastercard,11.09,EUR,mobile,B,approved,,307
tx_000075,2025-06-24T21:04:19.640425Z,MT,visa,35.74,EUR,mobile,B,approved,,493
tx_000076,2025-11-25T22:05:21.640425Z,IT,amex,36.24,EUR,mobile,A,approved,,395
tx_000077,2025-11-21T17:17:28.640425Z,DE,visa,43.35,EUR,desktop,B,approved,,196
tx_000078,2025-06-21T09:38:00.640425Z,ES,visa,51.91,EUR,mobile,A,approved,,369
tx_000079,2025-07-12T04:13:10.640425Z,SE,mastercard,20.58,EUR,desktop,B,approved,,430
tx_000080,2025-10-22T15:00:10.640425Z,NL,visa,54.9,EUR,mobile,B,declined,3ds_required,498
tx_000081,2025-09-14T07:50:40.640425Z,DE,mastercard,74.01,EUR,mobile,A,declined,invalid_card_number,485
tx_000082,2025-09-19T04:35:51.640425Z,ES,visa,13.74,EUR,mobile,C,approved,,518
tx_000083,2025-11-18T23:39:02.640425Z,IT,mastercard,108.21,EUR,mobile,B,approved,,83
tx_000084,2025-11-11T09:34:48.640425Z,NL,visa,30.7,EUR,mobile,A,declined,3ds_required,304
tx_000085,2025-09-07T17:15:06.640425Z,NL,visa,15.01,EUR,mobile,A,approved,,433
tx_000086,2025-07-31T04:22:43.640425Z,PL,mastercard,67.46,EUR,mobile,A,approved,,534
tx_000087,2025-12-09T17:09:25.640425Z,DE,visa,101.65,EUR,desktop,A,approved,,305
tx_000088,2025-11-28T05:41:28.640425Z,FR,visa,28.43,EUR,mobile,B,approved,,321
tx_000089,2025-10-13T06:37:45.640425Z,MT,visa,33.61,EUR,mobile,B,declined,3ds_required,314
tx_000090,2025-09-30T05:11:34.640425Z,DE,mastercard,19.82,EUR,desktop,C,approved,,366
tx_000091,2025-08-31T02:59:17.640425Z,NL,mastercard,11.96,EUR,desktop,A,approved,,723
tx_000092,2025-12-02T15:29:55.640425Z,FR,visa,31.3,EUR,mobile,B,approved,,347
tx_000093,2025-07-23T16:09:14.640425Z,UK,mastercard,113.35,EUR,desktop,C,approved,,549
tx_000094,2025-10-19T20:28:21.640425Z,IT,visa,72.58,EUR,mobile,A,declined,issuer_unavailable,219
tx_000095,2025-10-11T13:28:06.640425Z,FR,mastercard,7.37,EUR,mobile,A,approved,,678
tx_000096,2025-09-19T12:06:42.640425Z,DE,visa,27.46,EUR,desktop,A,approved,,472
tx_000097,2025-10-01T16:20:37.640425Z,ES,visa,79.6,EUR,mobile,C,approved,,409
tx_000098,2025-10-23T14:39:20.640425Z,SE,visa,60.19,EUR,mobile,C,approved,,656
tx_000099,2025-12-12T19:43:39.640425Z,NO,visa,10.1,EUR,mobile,A,approved,,293
tx_000100,2025-06-30T07:55:52.640425Z,NL,visa,69.57,EUR,desktop,A,approved,,460
tx_000101,2025-08-06T18:46:32.640425Z,NO,mastercard,64.3,EUR,mobile,B,approved,,290
tx_000102,2025-07-04T21:50:57.640425Z,ES,mastercard,19.21,EUR,mobile,A,approved,,468
tx_000103,2025-09-15T10:45:22.640425Z,NL,mastercard,50.04,EUR,mobile,A,approved,,253
tx_000104,2025-09-09T20:35:41.640425Z,UK,mastercard,24.64,EUR,mobile,A,approved,,574
tx_000105,2025-08-19T11:02:22.640425Z,DE,visa,51.02,EUR,mobile,B,declined,issuer_unavailable,143
tx_000106,2025-07-12T16:36:39.640425Z,UK,amex,24.85,EUR,mobile,A,approved,,674
tx_000107,2025-08-05T00:11:00.640425Z,SE,visa,99.46,EUR,mobile,A,approved,,436
tx_000108,2025-08-20T16:03:27.640425Z,DE,visa,18.26,EUR,mobile,B,approved,,312
tx_000109,2025-07-07T08:59:36.640425Z,UK,visa,51.05,EUR,desktop,B,declined,insufficient_funds,317
tx_000110,2025-12-08T09:08:31.640425Z,NO,visa,12.94,EUR,desktop,C,approved,,526
tx_000111,2025-11-15T00:16:55.640425Z,SE,visa,43.36,EUR,mobile,B,approved,,161
tx_000112,2025-07-15T23:20:22.640425Z,PL,visa,33.35,EUR,desktop,C,approved,,752
tx_000113,2025-09-22T09:47:28.640425Z,NO,visa,76.58,EUR,desktop,C,approved,,423
tx_000114,2025-08-09T09:07:50.640425Z,UK,mastercard,41.16,EUR,desktop,A,approved,,512
tx_000115,2025-11-30T01:52:03.640425Z,ES,mastercard,29.47,EUR,mobile,B,declined,expired_card,320
tx_000116,2025-11-21T01:39:13.640425Z,FR,mastercard,125.44,EUR,desktop,A,declined,3ds_required,470
tx_000117,2025-08-25T12:53:51.640425Z,DE,amex,28.72,EUR,mobile,A,declined,invalid_card_number,454
tx_000118,2025-12-08T10:39:31.640425Z,FR,mastercard,32.08,EUR,desktop,B,approved,,292
tx_000119,2025-09-29T16:27:32.640425Z,NO,visa,120.31,EUR,desktop,C,declined,suspected_fraud,405
tx_000120,2025-11-17T15:07:10.640425Z,ES,mastercard,47.74,EUR,mobile,A,approved,,414
tx_000121,2025-08-27T16:19:10.640425Z,SE,visa,30.74,EUR,desktop,B,approved,,386
tx_000122,2025-11-11T11:38:15.640425Z,FR,visa,68.23,EUR,mobile,B,approved,,245
tx_000123,2025-07-28T04:01:40.640425Z,IT,mastercard,196.68,EUR,mobile,B,approved,,385
tx_000124,2025-09-03T16:46:04.640425Z,MT,visa,310.43,EUR,desktop,A,approved,,462
tx_000125,2025-10-14T03:45:41.640425Z,FR,visa,17.16,EUR,desktop,C,approved,,525
tx_000126,2025-07-04T05:40:41.640425Z,PL,visa,31.68,EUR,mobile,C,approved,,416
tx_000127,2025-08-12T18:04:56.640425Z,FR,visa,40.96,EUR,mobile,B,declined,issuer_unavailable,269
tx_000128,2025-10-08T12:21:41.640425Z,UK,visa,53.72,EUR,mobile,A,approved,,534
tx_000129,2025-11-11T18:15:10.640425Z,NO,visa,68.26,EUR,mobile,B,approved,,445
tx_000130,2025-11-09T17:57:55.640425Z,MT,mastercard,126.99,EUR,mobile,C,approved,,565
tx_000131,2025-06-30T03:17:24.640425Z,PL,mastercard,17.54,EUR,mobile,B,approved,,360
tx_000132,2025-10-10T14:26:25.640425Z,DE,visa,183.91,EUR,mobile,B,declined,insufficient_funds,160
tx_000133,2025-07-27T09:10:03.640425Z,ES,visa,64.76,EUR,mobile,B,declined,suspected_fraud,293
tx_000134,2025-10-19T06:55:29.640425Z,PL,visa,345.61,EUR,mobile,A,approved,,366
tx_000135,2025-07-20T14:59:58.640425Z,NO,mastercard,37.56,EUR,desktop,A,approved,,396
tx_000136,2025-11-08T05:33:31.640425Z,DE,mastercard,129.85,EUR,mobile,A,approved,,531
tx_000137,2025-11-30T12:38:15.640425Z,SE,visa,105.17,EUR,mobile,B,approved,,158
tx_000138,2025-07-20T07:49:20.640425Z,IT,visa,14.9,EUR,mobile,B,approved,,299
tx_000139,2025-09-23T19:10:02.640425Z,NL,visa,47.66,EUR,desktop,A,approved,,80
tx_000140,2025-09-21T20:57:15.640425Z,PL,visa,44.26,EUR,desktop,A,approved,,146
tx_000141,2025-09-05T07:49:07.640425Z,PL,visa,55.17,EUR,desktop,B,approved,,94
tx_000142,2025-09-15T15:39:08.640425Z,SE,mastercard,82.27,EUR,mobile,C,declined,issuer_unavailable,364
tx_000143,2025-12-08T08:51:08.640425Z,IT,mastercard,25.95,EUR,desktop,B,approved,,538
tx_000144,2025-07-19T22:56:30.640425Z,PL,visa,55.02,EUR,mobile,B,approved,,283
tx_000145,2025-11-17T08:08:56.640425Z,NL,mastercard,18.45,EUR,mobile,C,approved,,802
tx_000146,2025-08-10T14:31:42.640425Z,UK,visa,33.14,EUR,desktop,A,approved,,554
tx_000147,2025-10-03T17:36:26.640425Z,NL,visa,37.23,EUR,mobile,A,approved,,614
tx_000148,2025-10-03T00:47:51.640425Z,FR,amex,165.93,EUR,mobile,C,approved,,420
tx_000149,2025-10-19T10:58:36.640425Z,SE,mastercard,14.89,EUR,mobile,A,approved,,516
tx_000150,2025-08-19T16:30:03.640425Z,IT,visa,34.9,EUR,desktop,C,approved,,797
tx_000151,2025-08-13T07:41:34.640425Z,NO,visa,16.68,EUR,desktop,A,approved,,557
tx_000152,2025-11-23T02:00:02.640425Z,ES,visa,27.23,EUR,desktop,B,approved,,309
tx_000153,2025-07-31T14:57:59.640425Z,PL,visa,30.74,EUR,desktop,B,declined,suspected_fraud,334
tx_000154,2025-07-23T08:46:23.640425Z,NO,visa,53.15,EUR,mobile,C,approved,,434
tx_000155,2025-10-08T18:04:31.640425Z,UK,mastercard,187.95,EUR,desktop,A,declined,suspected_fraud,412
tx_000156,2025-10-02T03:42:30.640425Z,DE,amex,48.21,EUR,desktop,B,approved,,315
tx_000157,2025-08-16T19:57:46.640425Z,PL,visa,47.32,EUR,desktop,A,approved,,267
tx_000158,2025-08-11T13:16:45.640425Z,PL,mastercard,241.14,EUR,desktop,A,approved,,339
tx_000159,2025-08-24T06:39:47.640425Z,IT,mastercard,76.31,EUR,mobile,B,approved,,134
tx_000160,2025-11-04T22:45:55.640425Z,NO,amex,24.88,EUR,mobile,C,declined,issuer_unavailable,332
tx_000161,2025-08-17T07:59:50.640425Z,NO,amex,80.75,EUR,mobile,C,declined,invalid_card_number,485
tx_000162,2025-09-30T14:12:53.640425Z,SE,visa,41.58,EUR,desktop,A,approved,,392
tx_000163,2025-09-24T07:07:16.640425Z,FR,mastercard,14.78,EUR,desktop,B,approved,,480
tx_000164,2025-07-28T13:59:26.640425Z,DE,visa,28.86,EUR,mobile,A,approved,,317
tx_000165,2025-12-14T08:48:10.640425Z,FR,mastercard,36.46,EUR,desktop,B,approved,,263
tx_000166,2025-11-01T10:55:32.640425Z,FR,visa,25.27,EUR,mobile,A,declined,invalid_card_number,471
tx_000167,2025-07-25T13:43:07.640425Z,UK,mastercard,13.56,EUR,mobile,A,approved,,441
tx_000168,2025-09-23T21:49:38.640425Z,ES,visa,47.52,EUR,desktop,B,declined,expired_card,426
tx_000169,2025-12-14T07:09:21.640425Z,DE,visa,77.7,EUR,mobile,A,approved,,478
tx_000170,2025-07-08T03:37:45.640425Z,PL,visa,23.07,EUR,desktop,B,declined,insufficient_funds,474
tx_000171,2025-09-01T14:12:48.640425Z,NL,mastercard,155.88,EUR,mobile,B,declined,issuer_unavailable,198
tx_000172,2025-07-23T15:33:27.640425Z,MT,mastercard,70.53,EUR,mobile,A,approved,,370
tx_000173,2025-07-10T16:26:14.640425Z,MT,visa,70.33,EUR,mobile,B,approved,,201
tx_000174,2025-07-25T16:26:23.640425Z,ES,visa,100.97,EUR,mobile,B,approved,,355
tx_000175,2025-08-27T07:09:07.640425Z,IT,visa,62.91,EUR,mobile,A,approved,,313
tx_000176,2025-08-18T16:03:19.640425Z,DE,mastercard,104.64,EUR,mobile,A,approved,,232
tx_000177,2025-08-22T00:24:55.640425Z,MT,mastercard,48.08,EUR,mobile,C,approved,,337
tx_000178,2025-08-27T11:07:17.640425Z,FR,visa,24.97,EUR,mobile,A,declined,3ds_required,359
tx_000179,2025-07-18T22:38:11.640425Z,NO,visa,23.29,EUR,desktop,C,approved,,536
tx_000180,2025-11-22T00:42:08.640425Z,UK,visa,111.86,EUR,mobile,B,approved,,215
tx_000181,2025-10-18T10:50:54.640425Z,IT,mastercard,16.99,EUR,mobile,A,declined,3ds_required,363
tx_000182,2025-08-21T00:24:57.640425Z,MT,mastercard,105.25,EUR,mobile,A,approved,,490
tx_000183,2025-10-20T03:14:41.640425Z,DE,amex,73.64,EUR,mobile,B,approved,,359
tx_000184,2025-06-29T07:06:50.640425Z,SE,visa,32.61,EUR,desktop,C,approved,,532
tx_000185,2025-07-01T15:10:46.640425Z,NO,mastercard,59.77,EUR,desktop,B,approved,,319
tx_000186,2025-10-09T22:06:36.640425Z,NL,mastercard,82.44,EUR,mobile,B,declined,suspected_fraud,305
tx_000187,2025-12-04T05:59:37.640425Z,NL,visa,79.21,EUR,mobile,C,approved,,276
tx_000188,2025-08-03T08:41:44.640425Z,NO,mastercard,91.62,EUR,desktop,A,declined,suspected_fraud,364
tx_000189,2025-10-25T06:00:44.640425Z,FR,mastercard,17.77,EUR,mobile,C,declined,3ds_required,790
tx_000190,2025-07-07T12:12:55.640425Z,PL,mastercard,24.23,EUR,mobile,A,approved,,381
tx_000191,2025-10-06T09:13:22.640425Z,FR,mastercard,35.43,EUR,desktop,B,approved,,346
tx_000192,2025-10-26T07:02:28.640425Z,FR,visa,8.76,EUR,mobile,A,approved,,306
tx_000193,2025-11-03T23:59:22.640425Z,NO,visa,101.54,EUR,desktop,B,approved,,433
tx_000194,2025-06-20T22:34:36.640425Z,MT,mastercard,29.35,EUR,mobile,B,approved,,224
tx_000195,2025-11-12T15:49:41.640425Z,UK,visa,38.09,EUR,desktop,A,approved,,389
tx_000196,2025-10-02T19:39:18.640425Z,SE,mastercard,66.08,EUR,mobile,C,approved,,536
tx_000197,2025-08-27T01:31:27.640425Z,MT,visa,17.92,EUR,desktop,C,approved,,437
tx_000198,2025-11-14T23:18:17.640425Z,ES,visa,71.09,EUR,desktop,C,approved,,519
tx_000199,2025-09-24T00:42:01.640425Z,DE,visa,26.83,EUR,mobile,B,approved,,139
tx_000200,2025-08-06T21:02:58.640425Z,DE,mastercard,61.66,EUR,desktop,A,approved,,390
tx_000201,2025-12-09T13:03:21.640425Z,NL,visa,26.36,EUR,mobile,B,approved,,431
tx_000202,2025-09-07T23:05:24.640425Z,SE,mastercard,59.96,EUR,mobile,B,approved,,224
tx_000203,2025-09-09T10:31:35.640425Z,ES,visa,435.62,EUR,mobile,B,approved,,311
tx_000204,2025-08-17T15:54:33.640425Z,NL,visa,59.77,EUR,desktop,A,declined,invalid_card_number,492
tx_000205,2025-10-10T09:34:09.640425Z,IT,visa,22.07,EUR,mobile,A,approved,,462
tx_000206,2025-08-14T07:53:15.640425Z,MT,mastercard,17.52,EUR,desktop,B,approved,,526
tx_000207,2025-09-27T07:34:30.640425Z,UK,visa,29.73,EUR,mobile,B,approved,,274
tx_000208,2025-08-13T04:34:44.640425Z,UK,mastercard,27.32,EUR,mobile,B,approved,,380
tx_000209,2025-10-28T21:28:05.640425Z,DE,mastercard,56.05,EUR,mobile,A,declined,issuer_unavailable,455
tx_000210,2025-10-28T05:02:13.640425Z,FR,visa,16.91,EUR,mobile,C,approved,,767
tx_000211,2025-08-20T14:32:17.640425Z,FR,visa,15.3,EUR,mobile,C,approved,,391
tx_000212,2025-08-11T15:05:25.640425Z,NL,visa,115.98,EUR,mobile,A,approved,,345
tx_000213,2025-11-01T12:20:27.640425Z,NL,mastercard,24.33,EUR,mobile,A,approved,,266
tx_000214,2025-08-27T21:29:19.640425Z,SE,visa,54.6,EUR,mobile,B,approved,,244
tx_000215,2025-07-28T18:45:43.640425Z,SE,visa,108.65,EUR,mobile,A,declined,3ds_required,416
tx_000216,2025-11-07T17:29:29.640425Z,ES,visa,180.12,EUR,mobile,A,approved,,547
tx_000217,2025-07-14T19:35:21.640425Z,FR,visa,30.15,EUR,desktop,A,approved,,333
tx_000218,2025-11-04T12:13:35.640425Z,MT,amex,63.4,EUR,mobile,A,approved,,506
tx_000219,2025-11-25T10:39:01.640425Z,PL,visa,32.83,EUR,mobile,A,declined,insufficient_funds,383
tx_000220,2025-09-06T12:54:50.640425Z,NO,visa,22.11,EUR,mobile,B,approved,,210
tx_000221,2025-07-28T06:34:42.640425Z,ES,amex,90.79,EUR,mobile,A,approved,,539
tx_000222,2025-09-18T07:51:55.640425Z,SE,visa,44.21,EUR,mobile,A,approved,,408
tx_000223,2025-06-18T20:48:49.640425Z,MT,visa,35.56,EUR,desktop,A,approved,,431
tx_000224,2025-09-22T19:55:50.640425Z,NL,visa,46.98,EUR,mobile,C,approved,,684
tx_000225,2025-10-21T11:55:13.640425Z,FR,mastercard,245.41,EUR,mobile,C,approved,,376
tx_000226,2025-12-07T05:23:20.640425Z,FR,visa,23.48,EUR,mobile,B,approved,,492
tx_000227,2025-11-30T21:59:35.640425Z,PL,visa,19.48,EUR,desktop,A,approved,,499
tx_000228,2025-10-05T09:49:52.640425Z,PL,amex,22.38,EUR,mobile,C,declined,insufficient_funds,689
tx_000229,2025-07-15T04:28:25.640425Z,SE,mastercard,184.46,EUR,desktop,A,approved,,357
tx_000230,2025-09-07T02:25:11.640425Z,NL,visa,21.08,EUR,mobile,A,approved,,544
tx_000231,2025-11-22T05:09:00.640425Z,UK,mastercard,52.54,EUR,desktop,A,approved,,463
tx_000232,2025-07-03T05:12:24.640425Z,NO,visa,33.41,EUR,mobile,C,approved,,296
tx_000233,2025-11-28T13:28:31.640425Z,PL,amex,43.34,EUR,desktop,A,declined,suspected_fraud,381
tx_000234,2025-11-03T13:13:29.640425Z,FR,visa,39.35,EUR,desktop,B,approved,,402
tx_000235,2025-06-29T13:47:06.640425Z,NO,mastercard,65.06,EUR,mobile,A,approved,,338
tx_000236,2025-09-20T03:46:48.640425Z,DE,visa,67.26,EUR,desktop,C,approved,,492
tx_000237,2025-10-18T09:00:54.640425Z,SE,mastercard,50.17,EUR,mobile,A,approved,,532
tx_000238,2025-09-11T21:35:21.640425Z,IT,mastercard,45.76,EUR,mobile,B,approved,,273
tx_000239,2025-08-29T00:19:18.640425Z,NO,mastercard,57.74,EUR,mobile,B,approved,,221
tx_000240,2025-10-30T01:03:50.640425Z,PL,visa,14.64,EUR,desktop,B,approved,,339
tx_000241,2025-11-19T01:11:48.640425Z,MT,visa,54.89,EUR,desktop,A,approved,,317
tx_000242,2025-09-02T06:27:43.640425Z,NL,mastercard,48.88,EUR,mobile,A,approved,,331
tx_000243,2025-09-01T23:45:00.640425Z,IT,visa,62.23,EUR,mobile,C,approved,,598
tx_000244,2025-08-07T19:30:37.640425Z,DE,visa,16.88,EUR,mobile,A,approved,,355
tx_000245,2025-07-23T22:17:28.640425Z,PL,visa,22.61,EUR,mobile,B,approved,,386
tx_000246,2025-11-25T05:43:29.640425Z,ES,visa,24.02,EUR,mobile,B,approved,,253
tx_000247,2025-10-30T20:25:32.640425Z,NL,visa,176.58,EUR,mobile,A,approved,,393
tx_000248,2025-09-05T17:43:41.640425Z,FR,visa,11.91,EUR,desktop,A,declined,3ds_required,431
tx_000249,2025-09-09T02:36:55.640425Z,NL,mastercard,29.57,EUR,mobile,A,approved,,425
tx_000250,2025-09-13T08:36:18.640425Z,MT,amex,54.9,EUR,mobile,A,approved,,107
tx_000251,2025-10-05T13:34:48.640425Z,IT,visa,33.78,EUR,desktop,C,approved,,530
tx_000252,2025-11-06T20:00:53.640425Z,FR,visa,35.15,EUR,mobile,A,approved,,417
tx_000253,2025-11-04T05:43:21.640425Z,IT,visa,52.75,EUR,mobile,A,declined,do_not_honor,414
tx_000254,2025-10-17T13:06:41.640425Z,ES,visa,55.17,EUR,mobile,A,approved,,623
tx_000255,2025-07-09T19:29:19.640425Z,FR,mastercard,54.76,EUR,mobile,C,approved,,660
tx_000256,2025-10-10T17:44:55.640425Z,NL,mastercard,40.34,EUR,mobile,A,approved,,272
tx_000257,2025-08-12T02:46:09.640425Z,PL,amex,79.6,EUR,mobile,A,declined,do_not_honor,453
tx_000258,2025-10-02T03:48:02.640425Z,NL,visa,40.29,EUR,mobile,B,approved,,336
tx_000259,2025-07-02T15:39:38.640425Z,IT,mastercard,75.57,EUR,mobile,B,approved,,349
tx_000260,2025-09-24T08:57:08.640425Z,FR,mastercard,22.92,EUR,mobile,C,approved,,414
tx_000261,2025-06-21T23:34:52.640425Z,DE,visa,30.69,EUR,mobile,B,approved,,403
tx_000262,2025-07-18T18:15:15.640425Z,SE,visa,33.58,EUR,mobile,A,approved,,427
tx_000263,2025-11-05T05:50:25.640425Z,PL,visa,27.42,EUR,mobile,B,approved,,391
tx_000264,2025-10-07T11:40:00.640425Z,ES,visa,19.62,EUR,mobile,B,approved,,297
tx_000265,2025-10-03T17:53:49.640425Z,NL,visa,67.98,EUR,mobile,C,approved,,762
tx_000266,2025-08-16T05:04:48.640425Z,PL,visa,54.07,EUR,mobile,B,approved,,194
tx_000267,2025-10-13T06:09:00.640425Z,UK,mastercard,14.54,EUR,mobile,C,approved,,579
tx_000268,2025-11-22T13:46:31.640425Z,ES,amex,75.4,EUR,mobile,A,approved,,526
