transaction_id,timestamp,country,card_brand,amount,currency,device,provider,status,error_code,latency_ms
24,2025-01-01T08:24:00,IT,mastercard,180.42,EUR,desktop,B,approved,OK,756
25,2025-01-01T08:25:00,FR,mastercard,9.1,EUR,desktop,C,approved,OK,1088
26,2025-01-01T08:26:00,FR,visa,18.14,EUR,mobile,A,approved,OK,808
27,2025-01-01T08:27:00,DE,mastercard,135.45,EUR,desktop,A,approved,OK,916
28,2025-01-01T08:28:00,DE,mastercard,162.46,EUR,desktop,A,approved,OK,694
29,2025-01-01T08:29:00,BR,mastercard,87.6,EUR,desktop,B,approved,OK,704
30,2025-01-01T08:30:00,BR,mastercard,161.12,EUR,desktop,A,approved,OK,794
31,2025-01-01T08:31:00,UK,mastercard,32.34,EUR,mobile,A,approved,OK,833
32,2025-01-01T08:32:00,UK,visa,14.86,EUR,desktop,C,declined,STOLEN_CARD,866
33,2025-01-01T08:33:00,DE,visa,84.25,EUR,desktop,B,approved,OK,708
34,2025-01-01T08:34:00,FR,mastercard,56.71,EUR,mobile,B,approved,OK,608
35,2025-01-01T08:35:00,UK,mastercard,35.19,EUR,desktop,B,declined,TECH_ERROR,457
36,2025-01-01T08:36:00,FR,visa,118.91,EUR,desktop,C,approved,OK,847
37,2025-01-01T08:37:00,UK,visa,171.01,EUR,desktop,A,approved,OK,805
38,2025-01-01T08:38:00,UK,visa,117.89,EUR,desktop,A,approved,OK,860
39,2025-01-01T08:39:00,UK,mastercard,187.27,EUR,mobile,A,approved,OK,657
40,2025-01-01T08:40:00,IT,mastercard,66.65,EUR,desktop,A,approved,OK,909
41,2025-01-01T08:41:00,UK,visa,19.29,EUR,mobile,A,approved,OK,773
42,2025-01-01T08:42:00,DE,mastercard,60.57,EUR,mobile,B,approved,OK,686
43,2025-01-01T08:43:00,UK,visa,135.23,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,967
44,2025-01-01T08:44:00,FR,visa,58.11,EUR,desktop,C,approved,OK,834
45,2025-01-01T08:45:00,DE,mastercard,103.55,EUR,desktop,B,approved,OK,564
46,2025-01-01T08:46:00,FR,mastercard,155.37,EUR,mobile,C,approved,OK,944
47,2025-01-01T08:47:00,BR,mastercard,114.38,EUR,desktop,A,declined,TECH_ERROR,819
48,2025-01-01T08:48:00,IT,visa,88.81,EUR,mobile,A,approved,OK,826
49,2025-01-01T08:49:00,FR,mastercard,45.96,EUR,desktop,A,approved,OK,572
50,2025-01-01T08:50:00,UK,visa,185.52,EUR,desktop,A,declined,TIMEOUT,710
51,2025-01-01T08:51:00,BR,visa,39.98,EUR,mobile,B,approved,OK,793
52,2025-01-01T08:52:00,IT,visa,158.54,EUR,mobile,A,declined,TIMEOUT,634
53,2025-01-01T08:53:00,DE,visa,164.23,EUR,mobile,B,approved,OK,674
54,2025-01-01T08:54:00,FR,visa,82.7,EUR,desktop,B,declined,INSUFFICIENT_FUNDS,567
55,2025-01-01T08:55:00,UK,mastercard,137.51,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,973
56,2025-01-01T08:56:00,IT,visa,26.14,EUR,mobile,B,approved,OK,636
57,2025-01-01T08:57:00,IT,mastercard,123.21,EUR,desktop,C,approved,OK,818
58,2025-01-01T08:58:00,BR,visa,106.38,EUR,desktop,C,approved,OK,857
59,2025-01-01T08:59:00,FR,mastercard,126.52,EUR,desktop,C,approved,OK,867
60,2025-01-01T09:00:00,BR,mastercard,83.47,EUR,desktop,B,approved,OK,748
61,2025-01-01T09:01:00,BR,visa,125.03,EUR,mobile,B,approved,OK,748
62,2025-01-01T09:02:00,BR,mastercard,95.67,EUR,desktop,B,approved,OK,650
63,2025-01-01T09:03:00,DE,visa,60.34,EUR,mobile,C,approved,OK,983
64,2025-01-01T09:04:00,IT,visa,162.28,EUR,desktop,A,approved,OK,773
65,2025-01-01T09:05:00,BR,visa,93.81,EUR,desktop,C,approved,OK,809
66,2025-01-01T09:06:00,DE,visa,179.07,EUR,mobile,A,approved,OK,880
67,2025-01-01T09:07:00,UK,mastercard,14.79,EUR,desktop,A,approved,OK,856
68,2025-01-01T09:08:00,UK,mastercard,190.26,EUR,mobile,B,approved,OK,481
69,2025-01-01T09:09:00,UK,mastercard,179.96,EUR,mobile,C,approved,OK,902
70,2025-01-01T09:10:00,IT,mastercard,127.22,EUR,mobile,B,approved,OK,420
71,2025-01-01T09:11:00,IT,visa,57.98,EUR,desktop,B,approved,OK,671
72,2025-01-01T09:12:00,DE,visa,85.9,EUR,mobile,B,approved,OK,833
73,2025-01-01T09:13:00,DE,mastercard,80.95,EUR,desktop,C,declined,TIMEOUT,890
74,2025-01-01T09:14:00,IT,mastercard,151.93,EUR,desktop,B,approved,OK,658
75,2025-01-01T09:15:00,IT,mastercard,99.7,EUR,mobile,B,approved,OK,707
76,2025-01-01T09:16:00,BR,visa,196.24,EUR,desktop,C,declined,TECH_ERROR,716
77,2025-01-01T09:17:00,FR,visa,130.34,EUR,mobile,A,approved,OK,793
78,2025-01-01T09:18:00,BR,mastercard,70.81,EUR,mobile,B,approved,OK,756
79,2025-01-01T09:19:00,BR,mastercard,167.81,EUR,desktop,B,approved,OK,929
80,2025-01-01T09:20:00,DE,visa,157.34,EUR,desktop,C,approved,OK,995
81,2025-01-01T09:21:00,DE,visa,168.65,EUR,desktop,C,approved,OK,841
82,2025-01-01T09:22:00,DE,mastercard,141.4,EUR,desktop,B,approved,OK,659
83,2025-01-01T09:23:00,FR,visa,193.12,EUR,desktop,A,declined,TECH_ERROR,897
84,2025-01-01T09:24:00,DE,visa,120.46,EUR,desktop,C,approved,OK,836
85,2025-01-01T09:25:00,IT,visa,160.26,EUR,desktop,C,approved,OK,796
86,2025-01-01T09:26:00,UK,mastercard,7.47,EUR,mobile,B,approved,OK,700
87,2025-01-01T09:27:00,IT,mastercard,142.93,EUR,desktop,B,approved,OK,742
88,2025-01-01T09:28:00,UK,mastercard,95.65,EUR,mobile,C,approved,OK,879
89,2025-01-01T09:29:00,DE,visa,59.39,EUR,desktop,B,approved,OK,488
90,2025-01-01T09:30:00,IT,visa,101.39,EUR,desktop,B,approved,OK,574
91,2025-01-01T09:31:00,IT,mastercard,71.37,EUR,mobile,C,approved,OK,822
92,2025-01-01T09:32:00,DE,mastercard,100.27,EUR,mobile,A,approved,OK,791
93,2025-01-01T09:33:00,BR,mastercard,159.62,EUR,mobile,A,approved,OK,763
94,2025-01-01T09:34:00,UK,mastercard,97.29,EUR,mobile,C,approved,OK,804
95,2025-01-01T09:35:00,UK,mastercard,73.6,EUR,mobile,B,approved,OK,673
96,2025-01-01T09:36:00,IT,visa,149.86,EUR,desktop,C,approved,OK,1090
97,2025-01-01T09:37:00,BR,mastercard,146.29,EUR,mobile,C,declined,TIMEOUT,867
98,2025-01-01T09:38:00,IT,visa,143.06,EUR,mobile,A,approved,OK,908
99,2025-01-01T09:39:00,FR,mastercard,141.0,EUR,mobile,A,approved,OK,897
100,2025-01-01T09:40:00,BR,mastercard,71.44,EUR,mobile,A,declined,TECH_ERROR,807
101,2025-01-01T09:41:00,FR,mastercard,100.89,EUR,desktop,C,approved,OK,1009
102,2025-01-01T09:42:00,FR,visa,28.1,EUR,desktop,B,approved,OK,378
103,2025-01-01T09:43:00,BR,mastercard,182.16,EUR,mobile,B,approved,OK,530
104,2025-01-01T09:44:00,FR,visa,126.98,EUR,desktop,B,approved,OK,536
105,2025-01-01T09:45:00,DE,visa,35.52,EUR,mobile,B,approved,OK,619
106,2025-01-01T09:46:00,IT,mastercard,142.08,EUR,desktop,B,approved,OK,655
107,2025-01-01T09:47:00,IT,visa,87.9,EUR,desktop,C,approved,OK,1088
108,2025-01-01T09:48:00,FR,visa,37.35,EUR,mobile,B,approved,OK,527
109,2025-01-01T09:49:00,BR,mastercard,141.45,EUR,mobile,B,approved,OK,444
110,2025-01-01T09:50:00,IT,mastercard,10.04,EUR,desktop,A,declined,TECH_ERROR,654
111,2025-01-01T09:51:00,IT,visa,153.81,EUR,mobile,A,approved,OK,709
112,2025-01-01T09:52:00,UK,mastercard,128.78,EUR,desktop,B,approved,OK,684
113,2025-01-01T09:53:00,BR,mastercard,67.61,EUR,desktop,A,approved,OK,765
114,2025-01-01T09:54:00,BR,visa,93.69,EUR,mobile,B,approved,OK,557
115,2025-01-01T09:55:00,BR,visa,133.24,EUR,mobile,C,approved,OK,943
116,2025-01-01T09:56:00,BR,mastercard,153.2,EUR,mobile,A,approved,OK,905
117,2025-01-01T09:57:00,IT,mastercard,176.77,EUR,desktop,B,approved,OK,502
118,2025-01-01T09:58:00,DE,mastercard,112.41,EUR,mobile,C,approved,OK,743
119,2025-01-01T09:59:00,FR,mastercard,189.68,EUR,desktop,C,approved,OK,870
120,2025-01-01T10:00:00,IT,mastercard,167.77,EUR,desktop,B,approved,OK,510
121,2025-01-01T10:01:00,DE,mastercard,42.17,EUR,desktop,C,declined,INSUFFICIENT_FUNDS,930
122,2025-01-01T10:02:00,UK,mastercard,165.01,EUR,mobile,B,approved,OK,529
123,2025-01-01T10:03:00,UK,mastercard,173.73,EUR,mobile,B,approved,OK,507
124,2025-01-01T10:04:00,BR,mastercard,174.57,EUR,desktop,C,approved,OK,851
125,2025-01-01T10:05:00,DE,mastercard,13.51,EUR,mobile,C,approved,OK,944
126,2025-01-01T10:06:00,DE,mastercard,193.14,EUR,mobile,A,declined,TIMEOUT,690
127,2025-01-01T10:07:00,BR,visa,107.56,EUR,desktop,B,approved,OK,502
128,2025-01-01T10:08:00,DE,visa,96.55,EUR,mobile,B,approved,OK,743
129,2025-01-01T10:09:00,BR,visa,171.09,EUR,mobile,C,declined,TECH_ERROR,1005
130,2025-01-01T10:10:00,UK,visa,125.4,EUR,mobile,A,declined,TIMEOUT,709
131,2025-01-01T10:11:00,BR,visa,153.27,EUR,desktop,C,approved,OK,810
132,2025-01-01T10:12:00,FR,mastercard,160.25,EUR,mobile,B,approved,OK,406
133,2025-01-01T10:13:00,DE,visa,108.58,EUR,desktop,C,approved,OK,1113
134,2025-01-01T10:14:00,UK,visa,102.05,EUR,desktop,C,approved,OK,1015
135,2025-01-01T10:15:00,IT,mastercard,54.79,EUR,mobile,A,declined,TECH_ERROR,870
136,2025-01-01T10:16:00,IT,mastercard,129.59,EUR,mobile,B,approved,OK,758
137,2025-01-01T10:17:00,IT,visa,199.88,EUR,desktop,B,approved,OK,508
138,2025-01-01T10:18:00,IT,visa,195.7,EUR,mobile,C,approved,OK,831
139,2025-01-01T10:19:00,UK,visa,182.57,EUR,mobile,C,declined,STOLEN_CARD,913
140,2025-01-01T10:20:00,IT,visa,129.14,EUR,mobile,C,approved,OK,814
141,2025-01-01T10:21:00,DE,visa,181.16,EUR,desktop,C,approved,OK,752
142,2025-01-01T10:22:00,DE,visa,182.38,EUR,mobile,B,approved,OK,707
143,2025-01-01T10:23:00,DE,mastercard,108.52,EUR,desktop,B,approved,OK,712
144,2025-01-01T10:24:00,IT,mastercard,161.83,EUR,desktop,B,approved,OK,527
145,2025-01-01T10:25:00,DE,mastercard,193.62,EUR,mobile,C,approved,OK,825
146,2025-01-01T10:26:00,FR,mastercard,76.87,EUR,mobile,C,approved,OK,957
147,2025-01-01T10:27:00,IT,visa,136.59,EUR,desktop,B,approved,OK,750
148,2025-01-01T10:28:00,UK,visa,131.29,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,862
149,2025-01-01T10:29:00,BR,visa,32.26,EUR,mobile,A,declined,INSUFFICIENT_FUNDS,814
150,2025-01-01T10:30:00,BR,mastercard,77.35,EUR,mobile,C,approved,OK,1048
151,2025-01-01T10:31:00,DE,mastercard,132.71,EUR,mobile,B,declined,INSUFFICIENT_FUNDS,619
152,2025-01-01T10:32:00,BR,visa,171.81,EUR,mobile,A,approved,OK,721
153,2025-01-01T10:33:00,IT,visa,82.64,EUR,desktop,A,declined,TIMEOUT,869
154,2025-01-01T10:34:00,UK,visa,14.86,EUR,desktop,B,declined,TIMEOUT,695
155,2025-01-01T10:35:00,DE,visa,166.81,EUR,desktop,C,approved,OK,933
156,2025-01-01T10:36:00,DE,visa,59.07,EUR,desktop,A,approved,OK,719
157,2025-01-01T10:37:00,DE,visa,133.91,EUR,desktop,A,approved,OK,821
158,2025-01-01T10:38:00,IT,visa,38.98,EUR,desktop,A,approved,OK,714
159,2025-01-01T10:39:00,UK,visa,150.4,EUR,mobile,B,approved,OK,592
160,2025-01-01T10:40:00,UK,visa,189.36,EUR,mobile,A,approved,OK,795
161,2025-01-01T10:41:00,FR,visa,199.72,EUR,mobile,B,approved,OK,387
162,2025-01-01T10:42:00,FR,visa,67.81,EUR,desktop,A,approved,OK,816
163,2025-01-01T10:43:00,UK,mastercard,79.28,EUR,mobile,C,approved,OK,856
164,2025-01-01T10:44:00,FR,visa,88.86,EUR,mobile,A,approved,OK,766
165,2025-01-01T10:45:00,BR,mastercard,86.12,EUR,mobile,A,approved,OK,740
166,2025-01-01T10:46:00,DE,mastercard,18.09,EUR,desktop,A,approved,OK,699
167,2025-01-01T10:47:00,IT,visa,113.49,EUR,mobile,C,approved,OK,693
168,2025-01-01T10:48:00,BR,visa,193.84,EUR,mobile,C,approved,OK,1029
169,2025-01-01T10:49:00,UK,visa,35.17,EUR,desktop,B,approved,OK,559
170,2025-01-01T10:50:00,FR,mastercard,116.95,EUR,desktop,B,approved,OK,773
171,2025-01-01T10:51:00,IT,visa,40.18,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,927
172,2025-01-01T10:52:00,BR,visa,32.67,EUR,desktop,C,approved,OK,960
173,2025-01-01T10:53:00,UK,visa,78.36,EUR,mobile,B,approved,OK,609
174,2025-01-01T10:54:00,UK,visa,177.25,EUR,desktop,A,approved,OK,898
175,2025-01-01T10:55:00,FR,visa,58.06,EUR,mobile,C,approved,OK,810
176,2025-01-01T10:56:00,UK,visa,72.31,EUR,mobile,A,approved,OK,834
177,2025-01-01T10:57:00,UK,mastercard,107.75,EUR,desktop,B,approved,OK,690
178,2025-01-01T10:58:00,DE,mastercard,189.34,EUR,mobile,A,approved,OK,796
179,2025-01-01T10:59:00,FR,visa,101.99,EUR,desktop,B,approved,OK,565
180,2025-01-01T11:00:00,UK,mastercard,19.05,EUR,desktop,C,approved,OK,882
181,2025-01-01T11:01:00,BR,visa,173.11,EUR,mobile,C,approved,OK,868
182,2025-01-01T11:02:00,FR,mastercard,9.07,EUR,desktop,B,approved,OK,529
183,2025-01-01T11:03:00,UK,mastercard,167.25,EUR,desktop,B,approved,OK,750
184,2025-01-01T11:04:00,BR,visa,82.17,EUR,mobile,B,approved,OK,729
185,2025-01-01T11:05:00,DE,visa,104.54,EUR,desktop,A,declined,INSUFFICIENT_FUNDS,768
186,2025-01-01T11:06:00,DE,visa,25.05,EUR,desktop,B,approved,OK,430
187,2025-01-01T11:07:00,DE,visa,39.54,EUR,mobile,C,approved,OK,754
188,2025-01-01T11:08:00,UK,mastercard,173.53,EUR,mobile,C,approved,OK,838
189,2025-01-01T11:09:00,FR,mastercard,91.23,EUR,mobile,B,approved,OK,621
190,2025-01-01T11:10:00,BR,mastercard,12.33,EUR,mobile,B,approved,OK,687
191,2025-01-01T11:11:00,FR,mastercard,95.23,EUR,desktop,C,approved,OK,963
192,2025-01-01T11:12:00,IT,mastercard,102.77,EUR,mobile,A,approved,OK,637
193,2025-01-01T11:13:00,IT,visa,103.39,EUR,desktop,A,approved,OK,680
194,2025-01-01T11:14:00,UK,visa,75.96,EUR,mobile,B,approved,OK,699
195,2025-01-01T11:15:00,IT,visa,158.9,EUR,mobile,C,approved,OK,1049
196,2025-01-01T11:16:00,IT,mastercard,146.13,EUR,desktop,C,approved,OK,1001
197,2025-01-01T11:17:00,UK,visa,183.77,EUR,mobile,B,approved,OK,637
198,2025-01-01T11:18:00,UK,mastercard,130.48,EUR,desktop,B,approved,OK,601
199,2025-01-01T11:19:00,UK,visa,130.97,EUR,mobile,B,approved,OK,543
200,2025-01-01T11:20:00,IT,mastercard,42.44,EUR,desktop,A,approved,OK,1074
201,2025-01-01T11:21:00,FR,visa,134.08,EUR,desktop,C,approved,OK,942
202,2025-01-01T11:22:00,UK,visa,145.63,EUR,mobile,A,approved,OK,862
203,2025-01-01T11:23:00,DE,mastercard,124.07,EUR,mobile,C,approved,OK,921
204,2025-01-01T11:24:00,BR,visa,76.73,EUR,mobile,C,approved,OK,1210
205,2025-01-01T11:25:00,IT,mastercard,103.07,EUR,desktop,B,approved,OK,670
206,2025-01-01T11:26:00,IT,visa,130.03,EUR,desktop,B,approved,OK,587
207,2025-01-01T11:27:00,UK,visa,60.59,EUR,mobile,A,approved,OK,574
208,2025-01-01T11:28:00,FR,visa,164.26,EUR,desktop,B,approved,OK,631
209,2025-01-01T11:29:00,BR,mastercard,50.98,EUR,mobile,A,approved,OK,777
210,2025-01-01T11:30:00,IT,visa,31.83,EUR,mobile,B,approved,OK,699
211,2025-01-01T11:31:00,DE,mastercard,92.48,EUR,desktop,A,approved,OK,814
212,2025-01-01T11:32:00,UK,mastercard,26.68,EUR,desktop,B,approved,OK,716
213,2025-01-01T11:33:00,FR,visa,86.87,EUR,mobile,C,approved,OK,973
214,2025-01-01T11:34:00,UK,visa,128.23,EUR,desktop,C,approved,OK,779
215,2025-01-01T11:35:00,IT,mastercard,5.31,EUR,desktop,B,approved,OK,718
216,2025-01-01T11:36:00,UK,mastercard,18.2,EUR,desktop,C,approved,OK,1064
217,2025-01-01T11:37:00,BR,visa,128.96,EUR,mobile,B,approved,OK,622
218,2025-01-01T11:38:00,DE,visa,155.44,EUR,mobile,C,approved,OK,935
219,2025-01-01T11:39:00,IT,mastercard,163.63,EUR,mobile,A,declined,TECH_ERROR,826
220,2025-01-01T11:40:00,BR,visa,62.22,EUR,desktop,A,declined,INSUFFICIENT_FUNDS,858
221,2025-01-01T11:41:00,IT,mastercard,197.88,EUR,mobile,C,approved,OK,901
222,2025-01-01T11:42:00,IT,visa,173.83,EUR,mobile,B,approved,OK,571
223,2025-01-01T11:43:00,IT,mastercard,178.45,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,1038
224,2025-01-01T11:44:00,BR,mastercard,185.24,EUR,mobile,C,approved,OK,876
225,2025-01-01T11:45:00,BR,visa,88.97,EUR,mobile,A,approved,OK,954
226,2025-01-01T11:46:00,IT,mastercard,122.51,EUR,desktop,B,approved,OK,735
227,2025-01-01T11:47:00,IT,mastercard,13.26,EUR,mobile,B,approved,OK,939
228,2025-01-01T11:48:00,FR,mastercard,75.85,EUR,desktop,C,declined,INSUFFICIENT_FUNDS,863
229,2025-01-01T11:49:00,UK,mastercard,11.79,EUR,desktop,A,approved,OK,721
230,2025-01-01T11:50:00,UK,visa,122.99,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,987
231,2025-01-01T11:51:00,FR,visa,108.24,EUR,mobile,B,approved,OK,650
232,2025-01-01T11:52:00,DE,mastercard,105.96,EUR,desktop,C,approved,OK,958
233,2025-01-01T11:53:00,IT,mastercard,46.84,EUR,mobile,C,approved,OK,980
234,2025-01-01T11:54:00,DE,visa,93.15,EUR,mobile,C,declined,TIMEOUT,899
235,2025-01-01T11:55:00,IT,mastercard,143.36,EUR,mobile,C,declined,TIMEOUT,834
236,2025-01-01T11:56:00,DE,mastercard,104.21,EUR,desktop,A,approved,OK,533
237,2025-01-01T11:57:00,DE,mastercard,10.13,EUR,mobile,C,approved,OK,962
238,2025-01-01T11:58:00,FR,visa,65.31,EUR,mobile,C,approved,OK,893
239,2025-01-01T11:59:00,BR,visa,29.44,EUR,desktop,B,approved,OK,603
240,2025-01-01T12:00:00,UK,visa,154.72,EUR,mobile,A,approved,OK,700
241,2025-01-01T12:01:00,FR,visa,106.03,EUR,desktop,B,approved,OK,728
242,2025-01-01T12:02:00,UK,mastercard,169.96,EUR,desktop,B,approved,OK,615
243,2025-01-01T12:03:00,UK,mastercard,29.41,EUR,desktop,B,approved,OK,789
244,2025-01-01T12:04:00,DE,visa,133.45,EUR,mobile,C,declined,TECH_ERROR,1149
245,2025-01-01T12:05:00,FR,visa,13.87,EUR,mobile,C,approved,OK,913
246,2025-01-01T12:06:00,FR,mastercard,178.35,EUR,mobile,C,approved,OK,776
247,2025-01-01T12:07:00,IT,mastercard,52.75,EUR,mobile,C,approved,OK,937
248,2025-01-01T12:08:00,BR,mastercard,99.43,EUR,mobile,A,approved,OK,818
249,2025-01-01T12:09:00,IT,mastercard,148.17,EUR,mobile,B,approved,OK,544
250,2025-01-01T12:10:00,IT,visa,95.96,EUR,mobile,B,approved,OK,761
251,2025-01-01T12:11:00,FR,visa,61.59,EUR,mobile,B,approved,OK,696
252,2025-01-01T12:12:00,IT,mastercard,42.02,EUR,mobile,A,declined,TECH_ERROR,746
253,2025-01-01T12:13:00,IT,mastercard,9.52,EUR,mobile,B,declined,INSUFFICIENT_FUNDS,626
254,2025-01-01T12:14:00,BR,mastercard,60.72,EUR,desktop,A,approved,OK,830
255,2025-01-01T12:15:00,IT,mastercard,153.95,EUR,desktop,B,approved,OK,578
256,2025-01-01T12:16:00,UK,mastercard,19.34,EUR,mobile,C,approved,OK,866
257,2025-01-01T12:17:00,IT,visa,30.09,EUR,mobile,A,approved,OK,952
258,2025-01-01T12:18:00,IT,visa,43.82,EUR,mobile,C,approved,OK,887
259,2025-01-01T12:19:00,FR,visa,31.72,EUR,mobile,B,approved,OK,800
260,2025-01-01T12:20:00,DE,mastercard,186.62,EUR,desktop,B,approved,OK,854
261,2025-01-01T12:21:00,UK,mastercard,120.78,EUR,mobile,C,approved,OK,832
262,2025-01-01T12:22:00,IT,mastercard,136.39,EUR,mobile,B,approved,OK,859
263,2025-01-01T12:23:00,FR,mastercard,56.78,EUR,desktop,C,approved,OK,836
264,2025-01-01T12:24:00,UK,mastercard,33.82,EUR,desktop,C,approved,OK,863
265,2025-01-01T12:25:00,FR,visa,8.69,EUR,mobile,B,approved,OK,604
266,2025-01-01T12:26:00,UK,mastercard,175.2,EUR,desktop,C,approved,OK,785
267,2025-01-01T12:27:00,UK,visa,114.37,EUR,mobile,C,approved,OK,871
268,2025-01-01T12:28:00,UK,mastercard,111.52,EUR,mobile,C,approved,OK,968
269,2025-01-01T12:29:00,DE,visa,59.41,EUR,desktop,B,declined,STOLEN_CARD,674
270,2025-01-01T12:30:00,BR,mastercard,98.56,EUR,mobile,C,approved,OK,714
271,2025-01-01T12:31:00,UK,mastercard,179.67,EUR,mobile,B,declined,TIMEOUT,625
272,2025-01-01T12:32:00,FR,mastercard,185.18,EUR,mobile,C,approved,OK,995
273,2025-01-01T12:33:00,DE,visa,166.45,EUR,mobile,B,approved,OK,530
274,2025-01-01T12:34:00,DE,visa,135.62,EUR,desktop,C,approved,OK,793
275,2025-01-01T12:35:00,FR,visa,85.59,EUR,mobile,C,approved,OK,901
276,2025-01-01T12:36:00,UK,visa,84.35,EUR,mobile,B,approved,OK,637
277,2025-01-01T12:37:00,IT,mastercard,60.66,EUR,desktop,A,approved,OK,821
278,2025-01-01T12:38:00,FR,visa,86.49,EUR,desktop,A,declined,INSUFFICIENT_FUNDS,995
279,2025-01-01T12:39:00,BR,visa,187.64,EUR,desktop,B,approved,OK,597
280,2025-01-01T12:40:00,IT,mastercard,93.6,EUR,mobile,C,declined,INSUFFICIENT_FUNDS,876
281,2025-01-01T12:41:00,UK,mastercard,58.2,EUR,mobile,A,approved,OK,710
282,2025-01-01T12:42:00,DE,visa,148.64,EUR,desktop,B,approved,OK,673
283,2025-01-01T12:43:00,BR,mastercard,105.48,EUR,mobile,A,declined,INSUFFICIENT_FUNDS,867
284,2025-01-01T12:44:00,DE,visa,55.85,EUR,mobile,A,approved,OK,882
285,2025-01-01T12:45:00,IT,mastercard,118.58,EUR,desktop,C,approved,OK,844
286,2025-01-01T12:46:00,FR,mastercard,64.83,EUR,mobile,B,approved,OK,718
287,2025-01-01T12:47:00,IT,mastercard,124.85,EUR,desktop,A,approved,OK,454
288,2025-01-01T12:48:00,IT,mastercard,141.88,EUR,desktop,B,approved,OK,750
289,2025-01-01T12:49:00,UK,visa,107.47,EUR,mobile,C,approved,OK,860
290,2025-01-01T12:50:00,UK,visa,116.68,EUR,desktop,A,approved,OK,783
291,2025-01-01T12:51:00,UK,mastercard,27.67,EUR,mobile,A,approved,OK,582
292,2025-01-01T12:52:00,BR,visa,105.08,EUR,desktop,B,approved,OK,635
293,2025-01-01T12:53:00,IT,visa,82.21,EUR,desktop,A,approved,OK,905
294,2025-01-01T12:54:00,FR,visa,187.24,EUR,mobile,A,approved,OK,830
295,2025-01-01T12:55:00,BR,visa,154.95,EUR,mobile,C,approved,OK,1001
296,2025-01-01T12:56:00,BR,mastercard,20.65,EUR,desktop,C,approved,OK,817
297,2025-01-01T12:57:00,IT,visa,39.8,EUR,mobile,C,approved,OK,888
298,2025-01-01T12:58:00,FR,visa,195.81,EUR,mobile,B,approved,OK,565
299,2025-01-01T12:59:00,DE,visa,94.82,EUR,mobile,A,approved,OK,944
300,2025-01-01T13:00:00,FR,mastercard,124.91,EUR,desktop,A,approved,OK,655
301,2025-01-01T13:01:00,FR,visa,92.06,EUR,desktop,C,approved,OK,1024
302,2025-01-01T13:02:00,UK,visa,152.11,EUR,desktop,A,approved,OK,835
303,2025-01-01T13:03:00,IT,visa,164.08,EUR,mobile,C,approved,OK,931
304,2025-01-01T13:04:00,DE,mastercard,175.87,EUR,desktop,C,approved,OK,680
305,2025-01-01T13:05:00,IT,visa,113.56,EUR,desktop,C,approved,OK,774
306,2025-01-01T13:06:00,IT,mastercard,158.23,EUR,mobile,B,approved,OK,712
307,2025-01-01T13:07:00,IT,mastercard,40.86,EUR,mobile,C,approved,OK,936
